scan	exclude	SubjID	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
sub-rat050_task-rest_run-03_bold	no	sub-rat050_task-rest_run-03_bold	0.04220277235585951	-0.0011275610582093727	0.15010246402059724	-0.11667644865870398	Specific
sub-rat050_task-rest_run-04_bold	no	sub-rat050_task-rest_run-04_bold	0.16271315692860466	-0.03641863841916234	0.018151194374743173	0.0647689379765109	No
sub-rat051_task-rest_run-01_bold	no	sub-rat051_task-rest_run-01_bold	0.1818652281747956	0.20453425181588442	-0.016552048596275085	0.12486742324125923	Spurious
sub-rat051_task-rest_run-02_bold	no	sub-rat051_task-rest_run-02_bold	-0.04911151202316207	0.3854692362166762	0.22890434501602003	0.17278183986622098	Unspecific
sub-rat051_task-rest_run-03_bold	no	sub-rat051_task-rest_run-03_bold	0.1162283676234569	0.24582393978951378	0.08661380466597739	0.3018672131871709	Spurious
sub-rat051_task-rest_run-04_bold	no	sub-rat051_task-rest_run-04_bold	0.13999157647291696	0.19109758356340484	0.06274386371518405	0.2881798854976444	Spurious
sub-rat052_task-rest_run-01_bold	no	sub-rat052_task-rest_run-01_bold	0.1046130614590771	0.09196572026378008	0.18310318745501378	0.2772406087241595	Unspecific
sub-rat052_task-rest_run-02_bold	no	sub-rat052_task-rest_run-02_bold	0.19487702792996375	0.11584594666892663	0.07370084482470815	0.2678824831865113	Spurious
sub-rat052_task-rest_run-03_bold	no	sub-rat052_task-rest_run-03_bold	0.22539411666244574	0.20593058510818144	0.24978723935099778	0.3056273717282008	Unspecific
sub-rat052_task-rest_run-04_bold	no	sub-rat052_task-rest_run-04_bold	0.045831761644610614	0.265784114653022	0.26246438359888485	0.16908689581044986	Unspecific
sub-rat053_task-rest_run-01_bold	no	sub-rat053_task-rest_run-01_bold	-0.03356902897261914	0.07567855147346181	0.069353861343407	0.02548263915748023	No
sub-rat053_task-rest_run-02_bold	no	sub-rat053_task-rest_run-02_bold	0.03230210837446695	0.17352611891223782	-0.07555892628009005	-0.14366904886308896	Spurious
sub-rat053_task-rest_run-03_bold	no	sub-rat053_task-rest_run-03_bold	-0.08092643991013102	-0.10755272595633579	0.126422392213374	0.010470636244443228	Specific
sub-rat053_task-rest_run-04_bold	no	sub-rat053_task-rest_run-04_bold	-0.039199972999329036	0.007928465641012064	0.09154489379159127	0.3117777404936209	Spurious
sub-rat054_task-rest_run-01_bold	no	sub-rat054_task-rest_run-01_bold	0.7509394175132337	0.8656469759649832	0.7133590750813779	0.4004086067664372	Unspecific
sub-rat054_task-rest_run-02_bold	yes	sub-rat054_task-rest_run-02_bold	0.3986897321123493	0.13011786065863445	-0.10628856366635392	0.1135770526891874	Spurious
sub-rat054_task-rest_run-03_bold	no	sub-rat054_task-rest_run-03_bold	0.25302343269791755	0.47630510918690044	0.2515329578435961	0.42366249245112164	Unspecific
sub-rat054_task-rest_run-04_bold	no	sub-rat054_task-rest_run-04_bold	0.14808437443696942	0.3233252189528596	0.13116461528617965	0.07458261130931942	Specific
sub-rat055_task-rest_run-01_bold	yes	sub-rat055_task-rest_run-01_bold	-0.2003967710499	-0.0788582746929175	-0.01178276207946921	-0.21938610477240011	Spurious
sub-rat055_task-rest_run-02_bold	no	sub-rat055_task-rest_run-02_bold	0.07927312552864846	0.3025835866320404	0.2542649263298358	0.03413044460362372	Specific
sub-rat055_task-rest_run-03_bold	no	sub-rat055_task-rest_run-03_bold	0.036447123965562156	0.4689448416593652	0.4175265295867486	-0.0301911269479549	Specific
sub-rat055_task-rest_run-04_bold	no	sub-rat055_task-rest_run-04_bold	0.16260325170792156	0.4638946568861276	0.24424018371980832	-0.18024468842458846	Specific
sub-rat057_task-rest_run-01_bold	no	sub-rat057_task-rest_run-01_bold	0.04782585668074349	0.2981927180486554	0.2209467419523119	-0.0011290587095708657	Specific
sub-rat057_task-rest_run-02_bold	no	sub-rat057_task-rest_run-02_bold	0.21889350432480448	0.3735117213458328	0.4912579299964906	0.3253205564788394	Unspecific
sub-rat057_task-rest_run-03_bold	no	sub-rat057_task-rest_run-03_bold	0.5742284245164168	0.4273406554377013	0.34404790787784045	0.15642173027542577	Unspecific
sub-rat057_task-rest_run-04_bold	no	sub-rat057_task-rest_run-04_bold	0.6260397872619086	0.4877199440535374	0.26074087451589945	0.05718960519224426	Specific
sub-rat058_task-rest_run-01_bold	no	sub-rat058_task-rest_run-01_bold	0.2822686107531802	0.510604135105252	0.16921169352239063	0.04919973009365033	Specific
sub-rat058_task-rest_run-02_bold	no	sub-rat058_task-rest_run-02_bold	0.25483129594214116	0.15429915030889615	-0.015192278805221839	-0.024308359716806026	No
sub-rat058_task-rest_run-03_bold	no	sub-rat058_task-rest_run-03_bold	0.2342044838089503	0.18559237571875245	0.23770640578100974	0.05807503785228647	Specific
sub-rat058_task-rest_run-04_bold	no	sub-rat058_task-rest_run-04_bold	-0.01499383738070725	0.2386738154127777	0.1946803341373055	0.1458067242967234	Unspecific
sub-rat059_task-rest_run-01_bold	no	sub-rat059_task-rest_run-01_bold	0.5562172270301735	0.9626521184270829	0.7420687801713143	0.3749618314693548	Unspecific
sub-rat059_task-rest_run-02_bold	yes	sub-rat059_task-rest_run-02_bold	0.25715576275900337	0.18856042169120724	0.17059620900447323	0.1970627901279557	Unspecific
sub-rat059_task-rest_run-03_bold	yes	sub-rat059_task-rest_run-03_bold	0.2402174858844445	0.09921424134862755	-0.07151204289317697	-0.010736672105247412	No
sub-rat059_task-rest_run-04_bold	yes	sub-rat059_task-rest_run-04_bold	0.2756128731147431	0.38253351966052507	0.2631775969105116	0.060013016774620544	Specific
sub-rat060_task-rest_run-01_bold	yes	sub-rat060_task-rest_run-01_bold	0.3902657850867535	0.16694407642193437	0.5486669017279532	0.6073821006032261	Unspecific
sub-rat060_task-rest_run-02_bold	no	sub-rat060_task-rest_run-02_bold	0.013122045151936067	0.042126878480536346	0.12345628005919852	-0.13781409759015906	Specific
sub-rat060_task-rest_run-03_bold	no	sub-rat060_task-rest_run-03_bold	-0.03248109927410044	0.2872685599993423	0.39207923688730845	-0.20251876128487914	Specific
sub-rat060_task-rest_run-04_bold	no	sub-rat060_task-rest_run-04_bold	0.17158310917105374	0.18838387114216582	0.2228319012238753	-0.21209256700169252	Specific
sub-rat062_task-rest_run-01_bold	yes	sub-rat062_task-rest_run-01_bold	0.16260211413925219	0.060713990316103486	0.061617353799780124	0.25829823434273014	Spurious
sub-rat062_task-rest_run-02_bold	no	sub-rat062_task-rest_run-02_bold	0.12962741497518435	0.24217138114027306	0.20555688360566227	-0.09992344574516793	Specific
sub-rat062_task-rest_run-03_bold	yes	sub-rat062_task-rest_run-03_bold	0.2168609122729588	0.24951347384935987	-0.026548633060239753	-0.026848221800395384	No
sub-rat062_task-rest_run-04_bold	yes	sub-rat062_task-rest_run-04_bold	0.12163295597810746	0.24611463617293777	0.022761663821131095	0.3606180608975126	Spurious
sub-rat063_task-rest_run-01_bold	no	sub-rat063_task-rest_run-01_bold	0.24674373385585738	0.4758326385435814	0.33719182465909087	0.31493744048148287	Unspecific
sub-rat063_task-rest_run-02_bold	no	sub-rat063_task-rest_run-02_bold	0.12917548385657687	-0.05785583622541843	0.018696407438629097	0.1737890576750637	Spurious
sub-rat063_task-rest_run-03_bold	yes	sub-rat063_task-rest_run-03_bold	0.19105925534383594	0.030020463727503444	0.3136752990506864	0.05050332914145007	Specific
sub-rat063_task-rest_run-04_bold	yes	sub-rat063_task-rest_run-04_bold	-0.07130552819146796	0.04264199611371945	0.0	0.0	No
sub-rat064_task-rest_run-01_bold	no	sub-rat064_task-rest_run-01_bold	0.24274669698672705	0.4088096149882261	0.21727594555268506	0.04196711555253953	Specific
sub-rat064_task-rest_run-02_bold	no	sub-rat064_task-rest_run-02_bold	0.13205225881057084	0.6004790190024699	0.5974014744958209	0.14908465663945816	Unspecific
sub-rat064_task-rest_run-03_bold	no	sub-rat064_task-rest_run-03_bold	0.1269017717906382	0.3762235369643105	0.45635435159655047	0.028780466270371445	Specific
sub-rat064_task-rest_run-04_bold	no	sub-rat064_task-rest_run-04_bold	0.1174379393327445	0.13960961411631242	0.6183007634897393	0.21344008606931303	Unspecific
sub-rat067_task-rest_run-01_bold	no	sub-rat067_task-rest_run-01_bold	0.2259640126303156	-0.045357598429262146	0.3749381464130668	0.26941497213995164	Unspecific
sub-rat067_task-rest_run-02_bold	no	sub-rat067_task-rest_run-02_bold	0.11530411832206691	0.2659839071685826	0.04839879628282994	-0.03312040803095289	No
sub-rat070_task-rest_run-01_bold	no	sub-rat070_task-rest_run-01_bold	-0.037957072026855374	-0.0895944443774883	0.059654574880616866	0.2345792700395363	Spurious
sub-rat070_task-rest_run-02_bold	no	sub-rat070_task-rest_run-02_bold	-0.05566154594568483	-0.06487355920103684	0.15601896585821476	0.14619375399089116	Unspecific
sub-rat071_task-rest_run-01_bold	no	sub-rat071_task-rest_run-01_bold	-0.024169524304961585	0.17624139963606164	0.1398458835246219	-0.02157488277753117	Specific
sub-rat071_task-rest_run-02_bold	no	sub-rat071_task-rest_run-02_bold	-0.039138242175333494	0.11797206170109448	0.21817917694704325	0.10836286336272359	Unspecific
sub-rat072_task-rest_run-01_bold	yes	sub-rat072_task-rest_run-01_bold	0.0024075952901366276	0.24250413108182323	-0.007811109823087325	-0.07601728129349314	No
sub-rat072_task-rest_run-02_bold	yes	sub-rat072_task-rest_run-02_bold	0.04374262542267419	0.4034029624966088	0.020814365689336232	0.1083308585306411	Spurious
sub-rat072_task-rest_run-03_bold	yes	sub-rat072_task-rest_run-03_bold	-0.05555505005739736	0.22216272919474211	0.07023294425959335	-0.3267224387803517	Spurious
sub-rat074_task-rest_run-01_bold	no	sub-rat074_task-rest_run-01_bold	0.16921910695288264	0.18327442017115173	0.3898630952343539	-0.022469921873148425	Specific
sub-rat074_task-rest_run-02_bold	no	sub-rat074_task-rest_run-02_bold	0.05364904843670994	0.036312403609599496	0.24346459237949528	0.15893756818075436	Unspecific
sub-rat074_task-rest_run-03_bold	no	sub-rat074_task-rest_run-03_bold	0.06569056670721575	0.20160801586561647	0.4398442837327308	0.25139343576793405	Unspecific
sub-rat076_task-rest_run-01_bold	no	sub-rat076_task-rest_run-01_bold	0.36172295625727285	0.39499404084434137	0.5007877778546233	0.003019538665524443	Specific
sub-rat076_task-rest_run-02_bold	yes	sub-rat076_task-rest_run-02_bold	-0.07041716863519314	-0.18585366972969541	-0.08134326621911878	-0.17665901832812156	Spurious
sub-rat076_task-rest_run-03_bold	no	sub-rat076_task-rest_run-03_bold	0.1931988160613091	0.16077813365420798	0.34592363388415337	0.12378020682093732	Unspecific
sub-rat077_task-rest_run-01_bold	no	sub-rat077_task-rest_run-01_bold	0.1332416891321394	0.24547314479275784	0.11819564956391185	-0.15196766074035134	Specific
sub-rat077_task-rest_run-02_bold	no	sub-rat077_task-rest_run-02_bold	0.05042471011398358	0.06501146380694782	0.2073745044771585	-0.1109434358631795	Specific
sub-rat077_task-rest_run-03_bold	no	sub-rat077_task-rest_run-03_bold	0.10390649678780786	0.1267508260230294	0.07499704437089356	-0.004881148677261933	No
sub-rat077_task-rest_run-04_bold	no	sub-rat077_task-rest_run-04_bold	0.12047630583325775	0.2629805146713249	0.36967041902499626	0.2616143552749717	Unspecific
sub-rat078_task-rest_run-01_bold	no	sub-rat078_task-rest_run-01_bold	0.11513501973038379	0.018420043191507696	-0.008178016634120553	0.07264708250093029	No
sub-rat078_task-rest_run-02_bold	no	sub-rat078_task-rest_run-02_bold	0.17163607169106168	0.23632522222527527	0.13499296099974603	0.2232251693573225	Unspecific
sub-rat078_task-rest_run-03_bold	no	sub-rat078_task-rest_run-03_bold	0.18749757654973706	0.2640099766735813	0.19939804816367435	0.12793003341022371	Unspecific
sub-rat079_task-rest_run-01_bold	no	sub-rat079_task-rest_run-01_bold	0.18052418626758834	-0.01270125664386659	0.18318661198316993	0.15960085568576654	Unspecific
sub-rat079_task-rest_run-02_bold	no	sub-rat079_task-rest_run-02_bold	0.05073378070152855	0.06107616180795942	0.5229184592829846	0.10272756737277199	Unspecific
sub-rat079_task-rest_run-03_bold	no	sub-rat079_task-rest_run-03_bold	0.1665406332793209	0.13598371737688034	0.24446189103868582	0.0701882915741917	Specific
sub-rat080_task-rest_run-01_bold	no	sub-rat080_task-rest_run-01_bold	0.09507087302184034	0.09260610854901018	0.20835698072490752	-0.08468482116467298	Specific
sub-rat080_task-rest_run-02_bold	no	sub-rat080_task-rest_run-02_bold	0.034670019314118165	-0.03840498219166576	0.09672138362858261	0.13706780491191178	Spurious
sub-rat080_task-rest_run-03_bold	no	sub-rat080_task-rest_run-03_bold	0.16238109603372936	0.19155968438614188	0.2109321977416792	-0.0020544459096415034	Specific
sub-rat081_task-rest_run-01_bold	no	sub-rat081_task-rest_run-01_bold	0.07753480190028966	-0.10901805575645905	0.25328284128534573	0.1117656857988938	Unspecific
sub-rat081_task-rest_run-02_bold	no	sub-rat081_task-rest_run-02_bold	0.15388395449046127	0.18736777665619886	0.24271620887746329	0.1623070951774553	Unspecific
sub-rat081_task-rest_run-03_bold	no	sub-rat081_task-rest_run-03_bold	0.2974315758077462	0.3616518358187765	0.454296929978262	0.3071253431692553	Unspecific
sub-rat081_task-rest_run-04_bold	no	sub-rat081_task-rest_run-04_bold	0.13632965070326378	0.3983805319770926	0.46877508093391757	0.0918739264800734	Specific
sub-rat082_task-rest_run-01_bold	no	sub-rat082_task-rest_run-01_bold	0.17425474195470367	0.312225056033106	0.18036582675906743	-0.11232691307851954	Specific
sub-rat082_task-rest_run-02_bold	no	sub-rat082_task-rest_run-02_bold	0.059949499207681306	0.16864920377701437	0.19664185530220268	-0.005007866705300011	Specific
sub-rat082_task-rest_run-03_bold	no	sub-rat082_task-rest_run-03_bold	0.018770900752858373	0.1604089747456477	0.09509934756439294	0.0021786538759132387	No
sub-rat083_task-rest_run-01_bold	no	sub-rat083_task-rest_run-01_bold	0.02109154560189079	0.2483838926941584	0.5310285637924063	-0.11310220292989544	Specific
sub-rat083_task-rest_run-02_bold	no	sub-rat083_task-rest_run-02_bold	0.21065791157237118	0.11724847648570587	0.6791124017132084	-0.2017682922181568	Specific
sub-rat083_task-rest_run-03_bold	no	sub-rat083_task-rest_run-03_bold	0.09863295812512644	0.2233738295002328	0.7639980051793934	-0.1559507236021764	Specific
sub-rat083_task-rest_run-04_bold	no	sub-rat083_task-rest_run-04_bold	-0.04984424651592034	0.22752095540825987	0.5466756321294624	0.008235525127727336	Specific
sub-rat084_task-rest_run-01_bold	no	sub-rat084_task-rest_run-01_bold	0.06685411384378187	0.12893188972450761	-0.02033667616336329	0.05450867533867161	No
sub-rat084_task-rest_run-02_bold	no	sub-rat084_task-rest_run-02_bold	0.04291763550849738	0.07480630954542296	0.18554503357841978	-0.021116574389048442	Specific
sub-rat084_task-rest_run-03_bold	no	sub-rat084_task-rest_run-03_bold	0.11386270192337022	0.09539972687112665	0.09476477648957939	0.06785922556297713	No
sub-rat085_task-rest_run-01_bold	no	sub-rat085_task-rest_run-01_bold	0.3054813290366372	0.38401161051605803	0.20754096035962458	0.15404616689527556	Unspecific
sub-rat085_task-rest_run-02_bold	no	sub-rat085_task-rest_run-02_bold	0.12308616937295701	0.05936564691473287	0.12640442360114162	-0.06722398606815293	Specific
sub-rat085_task-rest_run-03_bold	no	sub-rat085_task-rest_run-03_bold	0.05153234328084802	0.4708357044885419	0.0012116315198873646	0.056717242212554954	No
sub-rat085_task-rest_run-04_bold	no	sub-rat085_task-rest_run-04_bold	-0.0067309550602225425	0.3465510134313994	0.07475466626001172	0.05391243804389605	No
sub-rat086_task-rest_run-01_bold	no	sub-rat086_task-rest_run-01_bold	0.19668580817885736	0.5294566654714322	0.15608736223978686	-0.015784369157301047	Specific
sub-rat086_task-rest_run-02_bold	no	sub-rat086_task-rest_run-02_bold	0.058613332517762066	0.41331243058938333	0.17981626481282462	0.06363858378523571	Specific
sub-rat086_task-rest_run-03_bold	no	sub-rat086_task-rest_run-03_bold	-0.07342577008287042	0.0668453058411319	0.037506246786911106	0.001607921798252039	No
sub-rat086_task-rest_run-04_bold	no	sub-rat086_task-rest_run-04_bold	0.01921968760473162	0.5429067415704725	0.09692221749492361	0.034993408834101555	No
sub-rat087_task-rest_run-01_bold	no	sub-rat087_task-rest_run-01_bold	0.25089013557086953	0.23037230557496305	0.3002377417686598	0.05232214875834435	Specific
sub-rat087_task-rest_run-02_bold	no	sub-rat087_task-rest_run-02_bold	0.15404805734947583	0.18548786584746524	0.2214162112912948	0.059615792757831736	Specific
sub-rat087_task-rest_run-03_bold	no	sub-rat087_task-rest_run-03_bold	0.22249764781673395	0.1046217253494708	0.030251626933899014	0.042796128068529664	No
sub-rat088_task-rest_run-01_bold	no	sub-rat088_task-rest_run-01_bold	0.07745013924513224	0.23304418613122949	0.24949943135557515	0.2190538881010228	Unspecific
sub-rat088_task-rest_run-02_bold	no	sub-rat088_task-rest_run-02_bold	0.3420056289054602	0.1656770406216545	0.2774891656175101	0.22147102253869877	Unspecific
sub-rat088_task-rest_run-03_bold	no	sub-rat088_task-rest_run-03_bold	0.3803385658946426	0.41594745432079444	0.6105809151893777	-0.045197092112743004	Specific
sub-rat088_task-rest_run-04_bold	no	sub-rat088_task-rest_run-04_bold	0.10328422930181433	0.2908554899528272	0.5283857410335363	-0.05114768599977956	Specific
sub-rat090_task-rest_run-01_bold	no	sub-rat090_task-rest_run-01_bold	0.16497944235843956	0.3316359076865322	0.20153491543704113	0.1435735414753633	Unspecific
sub-rat090_task-rest_run-02_bold	no	sub-rat090_task-rest_run-02_bold	0.10496288969551198	0.300553262928516	0.18488259415839825	0.20064685012727937	Unspecific
sub-rat090_task-rest_run-03_bold	no	sub-rat090_task-rest_run-03_bold	0.16704145522949926	0.4992597425321371	0.23751489712837387	0.13388104553289534	Unspecific
sub-rat090_task-rest_run-04_bold	no	sub-rat090_task-rest_run-04_bold	0.14117266255775676	0.5415910913997157	0.2009851246247091	0.1979338334993816	Unspecific
sub-rat091_task-rest_run-01_bold	no	sub-rat091_task-rest_run-01_bold	0.11213348779831503	0.21334649549260748	0.06402977045404404	-0.06855953817657223	No
sub-rat091_task-rest_run-02_bold	no	sub-rat091_task-rest_run-02_bold	0.2549740495167374	0.22848536498093383	0.09674381579106675	0.03389529979168993	No
sub-rat091_task-rest_run-03_bold	no	sub-rat091_task-rest_run-03_bold	0.416417573022473	-0.030560172791914163	0.21155951343181445	0.19873808555141023	Unspecific
sub-rat091_task-rest_run-04_bold	no	sub-rat091_task-rest_run-04_bold	0.13241780421734942	0.17079767241971883	0.08490217842977452	0.021265282455703884	No
sub-rat092_task-rest_run-01_bold	no	sub-rat092_task-rest_run-01_bold	0.008577824068798688	-0.01774599627424203	0.042025327862504874	0.05466458555999622	No
sub-rat093_task-rest_run-01_bold	no	sub-rat093_task-rest_run-01_bold	0.01658158382661823	-0.05254553072077147	0.15436762497080014	-0.1576522977034241	Specific
sub-rat093_task-rest_run-02_bold	no	sub-rat093_task-rest_run-02_bold	0.10423269177872795	0.11389044182805529	0.23017804390747798	0.014403156569884548	Specific
sub-rat093_task-rest_run-03_bold	no	sub-rat093_task-rest_run-03_bold	-0.0031489009113324223	0.1934957560567471	-0.12062696067756062	0.04932810318216022	Spurious
sub-rat096_task-rest_run-01_bold	no	sub-rat096_task-rest_run-01_bold	0.014883551483544288	0.2610042157049071	0.09492074751450509	0.187284308554331	Spurious
sub-rat096_task-rest_run-02_bold	no	sub-rat096_task-rest_run-02_bold	-0.00785962285386248	0.04043648434651465	-0.07016982280178606	0.057714096671310895	No
sub-rat098_task-rest_run-01_bold	no	sub-rat098_task-rest_run-01_bold	-0.012898315781830972	0.35205712466505035	0.37765196351753355	0.012021363984266682	Specific
sub-rat098_task-rest_run-02_bold	no	sub-rat098_task-rest_run-02_bold	0.08079058256111817	0.3027155911102289	0.2413519930709567	0.09841020867339993	Specific
sub-rat098_task-rest_run-03_bold	no	sub-rat098_task-rest_run-03_bold	0.06575448238278053	0.3617847677050676	0.26028283166113503	-0.006521687322425763	Specific
sub-rat098_task-rest_run-04_bold	no	sub-rat098_task-rest_run-04_bold	0.10018016868779499	0.2102562882839733	0.3162521380750802	0.06291584381640465	Specific
